tfidfScore,skillScore,matchedCount,missingCount,experienceYears,programmingScore,backendScore,frontendScore,databaseScore,cloudScore,devopsScore,label
26.78,20.248,21.0,22.0,8.0,85.89,32.32,3.58,0.83,99.91,62.54,1
24.523,95.807,33.0,24.0,1.4,34.48,93.52,52.82,78.0,83.91,42.39,1
10.255,36.794,28.0,33.0,4.8,39.03,36.33,66.19,66.66,73.97,55.66,1
7.783,32.693,3.0,25.0,9.5,89.1,39.03,20.75,30.88,87.07,21.32,1
11.391,14.889,4.0,4.0,2.6,81.36,10.61,90.59,29.24,63.4,68.81,0
17.709,30.56,10.0,25.0,2.2,71.5,67.04,83.85,79.83,84.37,95.97,0
8.042,87.665,20.0,19.0,11.4,24.88,28.88,47.11,78.33,26.11,45.84,1
18.724,99.633,11.0,5.0,2.5,91.02,58.56,41.11,35.23,9.77,52.3,1
12.282,36.831,25.0,5.0,3.1,15.44,59.14,23.66,29.89,61.59,23.98,1
16.561,44.861,18.0,17.0,11.6,62.68,71.92,73.0,55.98,43.47,89.19,1
13.084,72.207,6.0,3.0,8.8,2.88,74.52,13.17,0.84,42.64,97.12,1
8.834,88.62,6.0,16.0,8.4,64.37,51.45,68.02,8.27,52.67,78.63,1
28.454,59.304,25.0,13.0,10.2,27.71,33.1,84.25,12.62,36.14,54.28,1
22.908,39.153,4.0,13.0,1.4,44.97,83.75,22.85,18.54,62.61,95.68,1
4.203,41.262,20.0,12.0,8.5,34.53,30.99,86.64,51.2,3.06,15.39,1
26.054,69.562,13.0,6.0,6.0,17.28,50.75,3.33,99.22,96.99,47.85,1
14.623,0.322,3.0,14.0,9.9,62.2,40.13,91.28,65.26,92.47,53.76,0
26.837,61.959,22.0,18.0,6.1,88.2,85.51,11.84,6.13,93.53,49.19,1
23.996,35.549,19.0,16.0,7.4,95.91,43.19,64.58,52.56,36.5,80.24,1
12.756,79.42,14.0,18.0,5.7,19.23,38.61,25.01,49.66,53.19,67.04,1
0.674,9.299,28.0,19.0,5.7,71.74,68.98,83.66,14.42,95.41,12.67,0
8.06,58.82,7.0,31.0,9.2,66.43,60.24,51.23,92.03,90.23,34.65,1
16.249,48.097,18.0,23.0,7.5,34.34,10.72,13.52,44.08,79.02,33.91,1
19.004,64.233,27.0,16.0,7.6,1.91,50.82,57.1,99.46,40.73,56.56,1
7.737,6.485,26.0,6.0,5.4,68.98,73.55,40.79,42.01,56.43,29.15,0
4.181,57.998,3.0,0.0,6.4,94.55,99.21,66.14,60.8,79.29,11.73,1
25.048,56.148,14.0,31.0,8.9,63.21,62.91,88.19,10.48,27.3,65.37,1
29.532,56.066,0.0,12.0,9.9,43.53,37.03,40.94,45.42,62.64,85.1,1
15.771,60.349,2.0,5.0,8.4,52.52,22.62,28.99,23.88,82.79,93.16,1
5.15,67.647,23.0,13.0,11.1,19.96,87.28,1.45,83.56,70.75,97.26,1
8.169,80.499,26.0,14.0,9.8,75.05,81.46,57.48,78.39,47.95,78.11,1
0.552,26.982,33.0,3.0,6.7,74.64,23.39,40.23,82.42,58.46,13.97,0
27.429,82.505,28.0,15.0,8.1,14.55,20.06,37.46,72.36,98.87,85.31,1
3.533,49.826,23.0,27.0,11.1,87.8,71.51,18.29,83.27,60.2,40.0,1
17.295,7.706,23.0,15.0,7.4,26.92,31.5,43.01,20.08,78.56,72.99,0
8.222,5.855,3.0,3.0,9.9,98.23,30.64,98.44,45.2,72.66,53.13,0
16.625,33.424,2.0,25.0,8.3,38.29,15.23,29.78,69.18,70.15,82.86,1
19.543,78.49,33.0,27.0,6.6,17.79,26.4,59.97,63.74,71.64,42.55,1
24.892,70.768,22.0,31.0,2.9,35.17,42.75,77.65,71.64,45.44,6.18,1
6.193,78.861,22.0,1.0,5.1,44.02,73.28,74.92,22.43,47.42,55.68,1
0.33,51.727,4.0,30.0,11.6,6.93,33.63,32.88,9.84,46.79,17.13,1
4.107,44.02,30.0,2.0,7.9,57.82,32.86,61.09,91.68,3.33,96.55,1
27.001,14.745,5.0,7.0,6.8,59.76,28.49,87.13,56.02,24.11,52.7,0
26.217,32.819,9.0,23.0,11.2,73.89,47.83,1.54,15.38,15.46,55.36,1
17.922,43.402,6.0,14.0,7.0,2.92,18.06,43.57,79.34,88.64,90.73,1
18.016,8.86,20.0,30.0,6.3,54.12,48.56,22.43,91.49,27.5,62.46,0
19.951,22.061,19.0,8.0,9.1,5.29,70.42,38.86,16.96,13.84,30.27,1
5.261,59.823,2.0,1.0,8.6,70.11,2.98,41.6,81.74,11.98,29.61,1
27.432,73.566,21.0,7.0,2.3,5.57,0.98,74.67,93.32,70.0,50.16,1
12.563,99.835,3.0,6.0,5.7,91.17,7.51,9.38,93.84,0.61,86.66,1
11.494,93.311,27.0,15.0,5.7,70.21,53.57,51.26,91.42,47.13,79.47,1
15.568,64.257,11.0,29.0,4.5,50.74,85.45,56.42,54.64,11.89,96.27,1
1.409,42.125,4.0,9.0,6.2,44.15,0.49,49.42,35.62,84.97,7.19,1
4.989,63.618,12.0,17.0,5.0,13.07,93.67,73.19,0.73,95.85,26.83,1
22.141,78.565,22.0,4.0,2.4,29.1,10.63,38.38,6.09,95.88,8.02,1
2.484,11.834,29.0,28.0,4.9,86.9,84.2,94.5,42.88,44.2,75.11,0
18.095,40.99,24.0,33.0,0.9,90.45,48.29,48.18,39.93,64.45,14.08,1
7.36,83.98,26.0,22.0,6.9,0.07,65.94,57.12,18.47,59.97,9.99,1
11.679,38.383,13.0,4.0,10.2,59.41,51.07,82.55,39.55,35.0,56.17,1
8.661,57.187,15.0,29.0,8.7,71.93,47.7,27.52,17.47,44.41,41.15,1
10.67,58.777,21.0,5.0,4.3,61.87,83.49,7.52,84.88,6.43,71.51,1
21.571,18.448,20.0,3.0,1.0,8.17,75.59,70.78,29.82,79.57,48.7,0
8.914,36.224,20.0,28.0,2.4,21.77,48.34,48.3,59.86,24.08,42.53,1
16.992,33.451,7.0,22.0,6.5,25.03,11.16,89.65,50.28,46.05,42.55,1
14.282,2.62,15.0,5.0,2.5,83.17,11.54,98.27,5.19,48.06,87.19,0
19.91,2.419,30.0,31.0,6.5,46.32,80.15,39.91,94.22,56.07,39.52,0
28.105,83.17,9.0,17.0,2.8,48.68,52.94,41.54,52.72,81.79,33.34,1
21.977,27.307,31.0,14.0,10.2,93.49,48.16,40.8,32.51,69.19,33.85,1
6.448,51.808,33.0,31.0,4.8,63.71,68.06,32.46,15.81,66.31,19.66,1
0.935,29.873,8.0,8.0,2.9,89.87,85.88,78.17,33.85,52.67,86.07,0
7.868,94.068,16.0,9.0,9.7,45.65,62.89,75.9,2.05,9.6,14.66,1
17.852,25.93,10.0,19.0,4.1,14.94,76.28,47.86,36.36,40.2,90.86,1
1.543,42.966,31.0,5.0,1.3,92.99,76.53,4.47,53.15,95.73,28.35,0
14.891,87.273,9.0,2.0,6.8,45.87,35.63,30.96,87.19,99.55,89.94,1
17.905,84.193,21.0,10.0,7.0,18.16,27.41,29.23,68.74,73.05,79.08,1
10.027,18.61,16.0,16.0,8.6,30.24,80.12,81.11,11.16,22.75,58.2,0
23.127,80.264,3.0,31.0,2.9,5.08,37.72,8.76,14.77,10.19,66.95,1
3.198,45.819,24.0,3.0,5.3,46.83,90.33,80.57,42.81,41.48,32.58,1
2.254,48.297,20.0,3.0,3.4,85.31,6.97,66.92,19.57,85.66,57.42,1
21.846,13.348,0.0,16.0,1.0,93.36,5.82,73.24,2.78,72.19,29.24,0
14.865,8.06,24.0,18.0,10.5,93.26,92.7,43.22,80.5,88.39,40.23,0
20.652,72.794,16.0,4.0,8.7,12.52,64.85,67.97,1.95,61.58,76.47,1
13.045,49.646,23.0,31.0,3.6,38.21,37.96,60.9,83.07,13.03,24.39,1
7.392,43.685,1.0,21.0,7.2,2.82,75.51,76.9,14.41,11.48,83.88,1
24.573,72.951,14.0,5.0,2.4,85.52,67.23,44.68,97.47,4.8,37.59,1
23.982,76.551,31.0,21.0,10.7,35.88,53.12,47.28,60.39,56.71,53.22,1
20.841,15.891,5.0,0.0,1.4,63.11,9.89,64.36,73.5,24.29,94.2,0
8.164,61.023,0.0,19.0,0.0,71.49,81.22,10.81,11.05,73.44,68.13,1
17.707,13.535,22.0,21.0,6.0,42.98,86.6,43.62,86.21,68.62,64.56,0
10.829,75.138,16.0,10.0,7.0,30.64,17.22,97.2,83.92,31.81,71.16,1
2.747,65.696,33.0,12.0,6.9,96.22,85.05,3.76,65.3,17.68,91.81,1
27.519,95.661,28.0,2.0,0.7,96.45,87.78,31.6,50.23,10.24,24.85,1
4.105,6.896,8.0,8.0,3.8,28.94,54.94,31.41,72.15,73.73,61.32,0
28.507,5.705,12.0,11.0,6.0,47.96,65.62,63.35,0.59,45.04,40.04,0
13.38,28.219,5.0,22.0,2.6,97.28,38.22,10.58,59.24,32.35,1.19,0
1.891,75.000,3,1,0,100.00,0.00,0.00,100.00,0.00,0.00,0
2.033,75.000,3,1,0,100.00,0.00,0.00,100.00,0.00,0.00,0
2.065,75.000,3,1,0,100.00,0.00,0.00,100.00,0.00,0.00,0
1.842,75.000,3,1,0,100.00,0.00,0.00,100.00,0.00,0.00,0
2.102,75.000,3,1,0,100.00,0.00,0.00,100.00,0.00,0.00,0
4.474,20.000,1,4,0,50.00,0.00,0.00,0.00,0.00,0.00,0
4.046,60.000,3,2,0,100.00,0.00,0.00,0.00,0.00,0.00,0
1.781,60.000,3,2,0,100.00,0.00,0.00,0.00,0.00,0.00,0
22.320,100.000,10,0,0,100.00,100.00,0.00,100.00,0.00,100.00,0
23.412,100.000,11,0,0,100.00,100.00,0.00,100.00,0.00,100.00,1
